week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avr_transaction
2020-06-22,25,6,2020,CANADA,Retail,C3,Retirees,Couples,Existing,62004,3224538,52.01
2020-06-22,25,6,2020,OCEANIA,Retail,null,Unknown,Unknown,Existing,38324,1581679,41.27
2020-06-22,25,6,2020,CANADA,Shopify,C1,"Young Aged",Couples,New,78,9999,128.19
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,F2,"Middle Aged",Families,Existing,46,9466,205.78
2020-06-22,25,6,2020,CANADA,Retail,C2,"Middle Aged",Couples,New,14160,486932,34.39
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,Existing,141,28570,202.62
2020-06-22,25,6,2020,EUROPE,Retail,C2,"Middle Aged",Couples,New,2794,110201,39.44
2020-06-22,25,6,2020,CANADA,Retail,F2,"Middle Aged",Families,New,16745,602021,35.95
2020-06-22,25,6,2020,USA,Retail,C3,Retirees,Couples,Existing,103084,5870994,56.95
2020-06-22,25,6,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3665,742634,202.63
2020-06-22,25,6,2020,USA,Retail,F1,"Young Aged",Families,New,10864,434808,40.02
2020-06-22,25,6,2020,OCEANIA,Retail,C2,"Middle Aged",Couples,New,101603,2780044,27.36
2020-06-22,25,6,2020,ASIA,Retail,C2,"Middle Aged",Couples,New,80653,2159960,26.78
2020-06-22,25,6,2020,ASIA,Shopify,null,Unknown,Unknown,Guest,4731,802181,169.56
2020-06-22,25,6,2020,OCEANIA,Retail,C3,Retirees,Couples,New,143841,4623876,32.15
2020-06-22,25,6,2020,OCEANIA,Shopify,F3,Retirees,Families,New,160,26612,166.33
2020-06-22,25,6,2020,OCEANIA,Shopify,F1,"Young Aged",Families,Existing,4290,790128,184.18
2020-06-22,25,6,2020,EUROPE,Retail,F1,"Young Aged",Families,New,943,41141,43.63
2020-06-22,25,6,2020,ASIA,Shopify,C4,Retirees,Couples,New,43,6121,142.35
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,C1,"Young Aged",Couples,New,18,2224,123.56
2020-06-22,25,6,2020,CANADA,Shopify,F2,"Middle Aged",Families,New,77,11445,148.64
2020-06-22,25,6,2020,USA,Shopify,null,Unknown,Unknown,Existing,132,23548,178.39
2020-06-22,25,6,2020,ASIA,Shopify,F1,"Young Aged",Families,New,152,18256,120.11
2020-06-22,25,6,2020,ASIA,Shopify,null,Unknown,Unknown,New,269,41314,153.58
2020-06-22,25,6,2020,EUROPE,Shopify,F1,"Young Aged",Families,Existing,152,33053,217.45
2020-06-22,25,6,2020,EUROPE,Retail,null,Unknown,Unknown,Existing,2556,123662,48.38
2020-06-22,25,6,2020,USA,Shopify,C2,"Middle Aged",Couples,Existing,1313,251028,191.19
2020-06-22,25,6,2020,AFRICA,Retail,C3,Retirees,Couples,New,106106,3755213,35.39
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,F3,Retirees,Families,New,302,11832,39.18
2020-06-22,25,6,2020,USA,Shopify,C4,Retirees,Couples,New,17,2353,138.41
2020-06-22,25,6,2020,AFRICA,Retail,C2,"Middle Aged",Couples,New,53823,1645958,30.58
2020-06-22,25,6,2020,ASIA,Retail,F3,Retirees,Families,New,81692,2538165,31.07
2020-06-22,25,6,2020,AFRICA,Shopify,C3,Retirees,Couples,New,277,42700,154.15
2020-06-22,25,6,2020,ASIA,Retail,C2,"Middle Aged",Couples,Existing,124576,4749717,38.13
2020-06-22,25,6,2020,EUROPE,Shopify,C3,Retirees,Couples,New,10,2889,288.90
2020-06-22,25,6,2020,USA,Retail,C2,"Middle Aged",Couples,Existing,42233,2114099,50.06
2020-06-22,25,6,2020,AFRICA,Retail,null,Unknown,Unknown,Existing,29173,1280621,43.90
2020-06-22,25,6,2020,USA,Shopify,C4,Retirees,Couples,Existing,171,31912,186.62
2020-06-22,25,6,2020,OCEANIA,Retail,F2,"Middle Aged",Families,New,83503,2848367,34.11
2020-06-22,25,6,2020,AFRICA,Shopify,null,Unknown,Unknown,Existing,294,53989,183.64
2020-06-22,25,6,2020,CANADA,Shopify,C2,"Middle Aged",Couples,New,82,11169,136.21
2020-06-22,25,6,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,106,25912,244.45
2020-06-22,25,6,2020,USA,Retail,F3,Retirees,Families,Existing,139327,8454874,60.68
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,F3,Retirees,Families,Existing,1346,66085,49.10
2020-06-22,25,6,2020,CANADA,Shopify,F3,Retirees,Families,Existing,643,124844,194.16
2020-06-22,25,6,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1589,306177,192.69
2020-06-22,25,6,2020,OCEANIA,Shopify,F1,"Young Aged",Families,New,277,39105,141.17
2020-06-22,25,6,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2132,433866,203.50
2020-06-22,25,6,2020,EUROPE,Retail,null,Unknown,Unknown,Guest,107449,3685864,34.30
2020-06-22,25,6,2020,CANADA,Shopify,F3,Retirees,Families,New,24,3235,134.79
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,New,44,8112,184.36
2020-06-22,25,6,2020,EUROPE,Shopify,F3,Retirees,Families,New,2,460,230.00
2020-06-22,25,6,2020,USA,Retail,null,Unknown,Unknown,Guest,556769,17475466,31.39
2020-06-22,25,6,2020,AFRICA,Shopify,C2,"Middle Aged",Couples,Existing,2304,425159,184.53
2020-06-22,25,6,2020,AFRICA,Retail,null,Unknown,Unknown,Guest,1619943,46548966,28.73
2020-06-22,25,6,2020,CANADA,Shopify,F2,"Middle Aged",Families,Existing,1376,249388,181.24
2020-06-22,25,6,2020,USA,Retail,F2,"Middle Aged",Families,Existing,92530,5338752,57.70
2020-06-22,25,6,2020,USA,Shopify,C1,"Young Aged",Couples,Existing,717,125293,174.75
2020-06-22,25,6,2020,CANADA,Shopify,C1,"Young Aged",Couples,Existing,552,86670,157.01
2020-06-22,25,6,2020,OCEANIA,Shopify,F2,"Middle Aged",Families,Existing,6495,1280381,197.13
2020-06-22,25,6,2020,USA,Retail,C2,"Middle Aged",Couples,New,24706,889002,35.98
2020-06-22,25,6,2020,ASIA,Retail,F2,"Middle Aged",Families,Existing,208352,9964700,47.83
2020-06-22,25,6,2020,USA,Shopify,F2,"Middle Aged",Families,New,135,22528,166.87
2020-06-22,25,6,2020,CANADA,Retail,null,Unknown,Unknown,Guest,408450,11567284,28.32
2020-06-22,25,6,2020,AFRICA,Retail,F1,"Young Aged",Families,New,20989,751926,35.82
2020-06-22,25,6,2020,OCEANIA,Retail,null,Unknown,Unknown,Guest,2496984,66049652,26.45
2020-06-22,25,6,2020,ASIA,Shopify,F1,"Young Aged",Families,Existing,1929,329532,170.83
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,null,Unknown,Unknown,Existing,193,7612,39.44
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C1,"Young Aged",Couples,New,2282,48496,21.25
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C1,"Young Aged",Couples,Existing,2928,83007,28.35
2020-06-22,25,6,2020,OCEANIA,Retail,F2,"Middle Aged",Families,Existing,341906,17876981,52.29
2020-06-22,25,6,2020,OCEANIA,Shopify,C1,"Young Aged",Couples,Existing,2613,439785,168.31
2020-06-22,25,6,2020,EUROPE,Shopify,F2,"Middle Aged",Families,Existing,198,42418,214.23
2020-06-22,25,6,2020,OCEANIA,Shopify,C2,"Middle Aged",Couples,Existing,4369,807015,184.71
2020-06-22,25,6,2020,USA,Shopify,F1,"Young Aged",Families,Existing,1367,252312,184.57
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C2,"Middle Aged",Couples,New,832,29199,35.09
2020-06-22,25,6,2020,CANADA,Retail,F3,Retirees,Families,New,17872,631199,35.32
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,F3,Retirees,Families,Existing,33,8622,261.27
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C2,"Middle Aged",Couples,Existing,896,37370,41.71
2020-06-22,25,6,2020,CANADA,Retail,F3,Retirees,Families,Existing,92742,5255765,56.67
2020-06-22,25,6,2020,ASIA,Retail,F1,"Young Aged",Families,New,28341,934219,32.96
2020-06-22,25,6,2020,ASIA,Retail,null,Unknown,Unknown,Guest,1960891,49446341,25.22
2020-06-22,25,6,2020,ASIA,Retail,C1,"Young Aged",Couples,Existing,174043,5765453,33.13
2020-06-22,25,6,2020,AFRICA,Retail,null,Unknown,Unknown,New,51834,2034364,39.25
2020-06-22,25,6,2020,OCEANIA,Shopify,F2,"Middle Aged",Families,New,368,59421,161.47
2020-06-22,25,6,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,397,72803,183.38
2020-06-22,25,6,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4380,873151,199.35
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,F2,"Middle Aged",Families,New,353,14892,42.19
2020-06-22,25,6,2020,EUROPE,Shopify,F2,"Middle Aged",Families,New,7,2112,301.71
2020-06-22,25,6,2020,AFRICA,Shopify,F2,"Middle Aged",Families,Existing,4117,781231,189.76
2020-06-22,25,6,2020,CANADA,Shopify,C2,"Middle Aged",Couples,Existing,700,123993,177.13
2020-06-22,25,6,2020,EUROPE,Shopify,C2,"Middle Aged",Couples,Existing,180,52213,290.07
2020-06-22,25,6,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,89,13255,148.93
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,F1,"Young Aged",Families,Existing,765,32201,42.09
2020-06-22,25,6,2020,CANADA,Retail,F2,"Middle Aged",Families,Existing,60742,3366957,55.43
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C4,Retirees,Couples,New,209,7764,37.15
2020-06-22,25,6,2020,ASIA,Retail,C3,Retirees,Couples,Existing,241424,10987703,45.51
2020-06-22,25,6,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,281453,14368969,51.05
2020-06-22,25,6,2020,CANADA,Retail,C4,Retirees,Couples,New,12389,413211,33.35
2020-06-22,25,6,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,544041,29671173,54.54
2020-06-22,25,6,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2455,478130,194.76
2020-06-22,25,6,2020,CANADA,Shopify,C4,Retirees,Couples,New,19,2127,111.95
2020-06-22,25,6,2020,USA,Shopify,F2,"Middle Aged",Families,Existing,1897,372372,196.30
2020-06-22,25,6,2020,EUROPE,Shopify,null,Unknown,Unknown,Guest,305,69866,229.07
2020-06-22,25,6,2020,OCEANIA,Shopify,C1,"Young Aged",Couples,New,408,49144,120.45
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,null,Unknown,Unknown,New,1227,42537,34.67
2020-06-22,25,6,2020,USA,Retail,C3,Retirees,Couples,New,44256,1708191,38.60
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,C4,Retirees,Couples,Existing,14,3078,219.86
2020-06-22,25,6,2020,AFRICA,Shopify,F1,"Young Aged",Families,New,179,25408,141.94
2020-06-22,25,6,2020,ASIA,Shopify,C3,Retirees,Couples,New,215,34101,158.61
2020-06-22,25,6,2020,AFRICA,Retail,F1,"Young Aged",Families,Existing,97022,5113755,52.71
2020-06-22,25,6,2020,AFRICA,Retail,F3,Retirees,Families,Existing,391007,21756436,55.64
2020-06-22,25,6,2020,AFRICA,Shopify,C4,Retirees,Couples,New,58,9078,156.52
2020-06-22,25,6,2020,ASIA,Shopify,C1,"Young Aged",Couples,New,194,23334,120.28
2020-06-22,25,6,2020,USA,Retail,F2,"Middle Aged",Families,New,26076,994049,38.12
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,null,Unknown,Unknown,New,43,7833,182.16
2020-06-22,25,6,2020,AFRICA,Shopify,F1,"Young Aged",Families,Existing,2545,451853,177.55
2020-06-22,25,6,2020,EUROPE,Retail,F3,Retirees,Families,New,1907,82617,43.32
2020-06-22,25,6,2020,CANADA,Retail,C4,Retirees,Couples,Existing,28810,1458631,50.63
2020-06-22,25,6,2020,USA,Shopify,C2,"Middle Aged",Couples,New,208,32150,154.57
2020-06-22,25,6,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,115,21755,189.17
2020-06-22,25,6,2020,ASIA,Shopify,C1,"Young Aged",Couples,Existing,1179,182943,155.17
2020-06-22,25,6,2020,AFRICA,Retail,F2,"Middle Aged",Families,New,59846,2106565,35.20
2020-06-22,25,6,2020,EUROPE,Retail,F2,"Middle Aged",Families,New,1714,80007,46.68
2020-06-22,25,6,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,336824,16384433,48.64
2020-06-22,25,6,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,167,45714,273.74
2020-06-22,25,6,2020,ASIA,Retail,C4,Retirees,Couples,New,51300,1483421,28.92
2020-06-22,25,6,2020,OCEANIA,Retail,F1,"Young Aged",Families,Existing,144504,7228205,50.02
2020-06-22,25,6,2020,EUROPE,Retail,C2,"Middle Aged",Couples,Existing,9910,478704,48.31
2020-06-22,25,6,2020,OCEANIA,Retail,C4,Retirees,Couples,New,62173,1918461,30.86
2020-06-22,25,6,2020,EUROPE,Shopify,C4,Retirees,Couples,New,2,754,377.00
2020-06-22,25,6,2020,ASIA,Retail,F2,"Middle Aged",Families,New,63648,1981918,31.14
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,F3,Retirees,Families,New,2,431,215.50
2020-06-22,25,6,2020,ASIA,Retail,null,Unknown,Unknown,Existing,28442,1141981,40.15
2020-06-22,25,6,2020,AFRICA,Shopify,F2,"Middle Aged",Families,New,239,38451,160.88
2020-06-22,25,6,2020,OCEANIA,Retail,F3,Retirees,Families,New,101870,3366573,33.05
2020-06-22,25,6,2020,AFRICA,Shopify,C1,"Young Aged",Couples,Existing,1553,240233,154.69
2020-06-22,25,6,2020,AFRICA,Retail,C2,"Middle Aged",Couples,Existing,109071,4632320,42.47
2020-06-22,25,6,2020,CANADA,Retail,F1,"Young Aged",Families,Existing,24220,1317083,54.38
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C3,Retirees,Couples,Existing,1326,66435,50.10
2020-06-22,25,6,2020,AFRICA,Retail,C4,Retirees,Couples,New,45979,1545187,33.61
2020-06-22,25,6,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,491,76651,156.11
2020-06-22,25,6,2020,ASIA,Shopify,C2,"Middle Aged",Couples,New,342,42844,125.27
2020-06-22,25,6,2020,AFRICA,Shopify,null,Unknown,Unknown,New,265,44290,167.13
2020-06-22,25,6,2020,CANADA,Shopify,null,Unknown,Unknown,Existing,85,14489,170.46
2020-06-22,25,6,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,16043,901347,56.18
2020-06-22,25,6,2020,EUROPE,Shopify,C1,"Young Aged",Couples,Existing,106,22195,209.39
2020-06-22,25,6,2020,ASIA,Retail,null,Unknown,Unknown,New,57762,1963911,34.00
2020-06-22,25,6,2020,EUROPE,Retail,F1,"Young Aged",Families,Existing,6840,405250,59.25
2020-06-22,25,6,2020,ASIA,Shopify,F2,"Middle Aged",Families,Existing,2669,484192,181.41
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C4,Retirees,Couples,Existing,320,16238,50.74
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,F1,"Young Aged",Families,New,4,899,224.75
2020-06-22,25,6,2020,USA,Shopify,F1,"Young Aged",Families,New,115,16046,139.53
2020-06-22,25,6,2020,OCEANIA,Shopify,C2,"Middle Aged",Couples,New,623,94301,151.37
2020-06-22,25,6,2020,USA,Shopify,C1,"Young Aged",Couples,New,148,18844,127.32
2020-06-22,25,6,2020,USA,Retail,null,Unknown,Unknown,New,20434,905546,44.32
2020-06-22,25,6,2020,EUROPE,Retail,F3,Retirees,Families,Existing,19004,1168407,61.48
2020-06-22,25,6,2020,CANADA,Shopify,null,Unknown,Unknown,New,94,14069,149.67
2020-06-22,25,6,2020,AFRICA,Shopify,C1,"Young Aged",Couples,New,260,34282,131.85
2020-06-22,25,6,2020,OCEANIA,Shopify,null,Unknown,Unknown,New,468,78307,167.32
2020-06-22,25,6,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,1792,353139,197.06
2020-06-22,25,6,2020,AFRICA,Retail,C1,"Young Aged",Couples,New,87508,2186696,24.99
2020-06-22,25,6,2020,EUROPE,Retail,C3,Retirees,Couples,New,4432,192435,43.42
2020-06-22,25,6,2020,EUROPE,Retail,C4,Retirees,Couples,New,1748,76402,43.71
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,C3,Retirees,Couples,New,872,33711,38.66
2020-06-22,25,6,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,5690,312863,54.98
2020-06-22,25,6,2020,USA,Shopify,null,Unknown,Unknown,Guest,2314,432988,187.12
2020-06-22,25,6,2020,USA,Shopify,F3,Retirees,Families,Existing,891,181025,203.17
2020-06-22,25,6,2020,ASIA,Retail,F1,"Young Aged",Families,Existing,93417,4506459,48.24
2020-06-22,25,6,2020,ASIA,Retail,C1,"Young Aged",Couples,New,115086,2559918,22.24
2020-06-22,25,6,2020,CANADA,Retail,null,Unknown,Unknown,Existing,6612,302353,45.73
2020-06-22,25,6,2020,CANADA,Retail,null,Unknown,Unknown,New,13109,523748,39.95
2020-06-22,25,6,2020,USA,Retail,F1,"Young Aged",Families,Existing,39874,2404405,60.30
2020-06-22,25,6,2020,OCEANIA,Retail,C2,"Middle Aged",Couples,Existing,163333,6470053,39.61
2020-06-22,25,6,2020,USA,Retail,C4,Retirees,Couples,New,18443,664875,36.05
2020-06-22,25,6,2020,OCEANIA,Retail,null,Unknown,Unknown,New,72274,2561107,35.44
2020-06-22,25,6,2020,EUROPE,Shopify,null,Unknown,Unknown,New,11,2741,249.18
2020-06-22,25,6,2020,EUROPE,Shopify,null,Unknown,Unknown,Existing,27,7501,277.81
2020-06-22,25,6,2020,AFRICA,Retail,F3,Retirees,Families,New,64831,2304334,35.54
2020-06-22,25,6,2020,CANADA,Shopify,F1,"Young Aged",Families,New,57,8576,150.46
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,null,Unknown,Unknown,Existing,3,576,192.00
2020-06-22,25,6,2020,USA,Retail,C1,"Young Aged",Couples,New,33176,932002,28.09
2020-06-22,25,6,2020,CANADA,Retail,C1,"Young Aged",Couples,New,28055,737519,26.29
2020-06-22,25,6,2020,"SOUTH AMERICA",Retail,F2,"Middle Aged",Families,Existing,1101,53543,48.63
2020-06-22,25,6,2020,"SOUTH AMERICA",Shopify,C1,"Young Aged",Couples,Existing,70,11801,168.59
2020-06-22,25,6,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,709,130060,183.44
2020-06-22,25,6,2020,CANADA,Shopify,C3,Retirees,Couples,New,95,13971,147.06
2020-06-22,25,6,2020,USA,Retail,C1,"Young Aged",Couples,Existing,55440,2332011,42.06
2020-06-22,25,6,2020,USA,Shopify,null,Unknown,Unknown,New,135,22425,166.11
2020-06-22,25,6,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,276,47185,170.96
2020-06-15,24,6,2020,AFRICA,Retail,F2,"Middle Aged",Families,Existing,277428,14539790,52.41
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,null,Unknown,Unknown,New,1202,44710,37.20
2020-06-15,24,6,2020,OCEANIA,Retail,C2,"Middle Aged",Couples,New,104319,2705612,25.94
2020-06-15,24,6,2020,EUROPE,Retail,C1,"Young Aged",Couples,Existing,14802,635075,42.90
2020-06-15,24,6,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,117377,5926732,50.49
2020-06-15,24,6,2020,CANADA,Shopify,null,Unknown,Unknown,Guest,1548,248890,160.78
2020-06-15,24,6,2020,EUROPE,Shopify,C1,"Young Aged",Couples,Existing,96,20722,215.85
2020-06-15,24,6,2020,ASIA,Shopify,null,Unknown,Unknown,Existing,330,51674,156.59
2020-06-15,24,6,2020,AFRICA,Retail,C1,"Young Aged",Couples,New,93197,2237137,24.00
2020-06-15,24,6,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3927,767218,195.37
2020-06-15,24,6,2020,ASIA,Shopify,F3,Retirees,Families,New,108,14229,131.75
2020-06-15,24,6,2020,"SOUTH AMERICA",Shopify,F1,"Young Aged",Families,New,6,1165,194.17
2020-06-15,24,6,2020,EUROPE,Retail,F2,"Middle Aged",Families,New,1582,67936,42.94
2020-06-15,24,6,2020,ASIA,Retail,F3,Retirees,Families,New,81202,2452340,30.20
2020-06-15,24,6,2020,AFRICA,Retail,C2,"Middle Aged",Couples,New,55469,1639588,29.56
2020-06-15,24,6,2020,EUROPE,Shopify,null,Unknown,Unknown,New,11,2557,232.45
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,F3,Retirees,Families,Existing,1303,60814,46.67
2020-06-15,24,6,2020,USA,Shopify,C3,Retirees,Couples,New,174,25492,146.51
2020-06-15,24,6,2020,ASIA,Retail,F1,"Young Aged",Families,New,29299,904245,30.86
2020-06-15,24,6,2020,USA,Retail,null,Unknown,Unknown,Existing,10369,510043,49.19
2020-06-15,24,6,2020,ASIA,Retail,C3,Retirees,Couples,New,112472,3345407,29.74
2020-06-15,24,6,2020,AFRICA,Shopify,null,Unknown,Unknown,Existing,246,46911,190.70
2020-06-15,24,6,2020,USA,Retail,C4,Retirees,Couples,Existing,40371,2157457,53.44
2020-06-15,24,6,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2318,450601,194.39
2020-06-15,24,6,2020,EUROPE,Retail,C2,"Middle Aged",Couples,New,2753,95325,34.63
2020-06-15,24,6,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,552,84403,152.90
2020-06-15,24,6,2020,AFRICA,Retail,C3,Retirees,Couples,New,107534,3678695,34.21
2020-06-15,24,6,2020,USA,Shopify,F1,"Young Aged",Families,Existing,1479,257281,173.96
2020-06-15,24,6,2020,OCEANIA,Shopify,C2,"Middle Aged",Couples,Existing,4529,823955,181.93
2020-06-15,24,6,2020,CANADA,Shopify,F1,"Young Aged",Families,New,52,6682,128.50
2020-06-15,24,6,2020,USA,Retail,C3,Retirees,Couples,New,43796,1621104,37.01
2020-06-15,24,6,2020,CANADA,Shopify,F3,Retirees,Families,Existing,650,124959,192.24
2020-06-15,24,6,2020,ASIA,Shopify,C3,Retirees,Couples,New,281,41141,146.41
2020-06-15,24,6,2020,CANADA,Retail,C2,"Middle Aged",Couples,New,14717,442936,30.10
2020-06-15,24,6,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,Existing,149,28213,189.35
2020-06-15,24,6,2020,CANADA,Retail,null,Unknown,Unknown,Guest,391515,10901782,27.85
2020-06-15,24,6,2020,ASIA,Shopify,F1,"Young Aged",Families,New,185,25053,135.42
2020-06-15,24,6,2020,USA,Shopify,F3,Retirees,Families,Existing,952,193527,203.28
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,C3,Retirees,Couples,New,928,33251,35.83
2020-06-15,24,6,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,2083,399445,191.76
2020-06-15,24,6,2020,ASIA,Retail,C2,"Middle Aged",Couples,New,82878,2121690,25.60
2020-06-15,24,6,2020,USA,Shopify,C2,"Middle Aged",Couples,Existing,1348,252715,187.47
2020-06-15,24,6,2020,AFRICA,Shopify,C2,"Middle Aged",Couples,Existing,2472,448800,181.55
2020-06-15,24,6,2020,ASIA,Retail,F2,"Middle Aged",Families,New,64435,1953045,30.31
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,F1,"Young Aged",Families,New,287,10587,36.89
2020-06-15,24,6,2020,AFRICA,Shopify,F3,Retirees,Families,New,92,14804,160.91
2020-06-15,24,6,2020,OCEANIA,Shopify,F1,"Young Aged",Families,Existing,4434,790527,178.29
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,F1,"Young Aged",Families,Existing,762,30970,40.64
2020-06-15,24,6,2020,AFRICA,Retail,null,Unknown,Unknown,New,50497,1950791,38.63
2020-06-15,24,6,2020,AFRICA,Shopify,F1,"Young Aged",Families,New,175,23499,134.28
2020-06-15,24,6,2020,OCEANIA,Retail,C3,Retirees,Couples,New,141990,4428285,31.19
2020-06-15,24,6,2020,ASIA,Retail,C4,Retirees,Couples,Existing,109483,4862733,44.42
2020-06-15,24,6,2020,EUROPE,Retail,null,Unknown,Unknown,New,2882,127110,44.10
2020-06-15,24,6,2020,ASIA,Shopify,C2,"Middle Aged",Couples,Existing,2275,391003,171.87
2020-06-15,24,6,2020,EUROPE,Shopify,C2,"Middle Aged",Couples,Existing,153,42430,277.32
2020-06-15,24,6,2020,OCEANIA,Retail,null,Unknown,Unknown,Existing,35700,1429940,40.05
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,C4,Retirees,Couples,New,243,9239,38.02
2020-06-15,24,6,2020,OCEANIA,Retail,null,Unknown,Unknown,Guest,2422058,62047946,25.62
2020-06-15,24,6,2020,USA,Shopify,F1,"Young Aged",Families,New,112,14365,128.26
2020-06-15,24,6,2020,OCEANIA,Shopify,null,Unknown,Unknown,Guest,10272,1809951,176.20
2020-06-15,24,6,2020,CANADA,Shopify,F2,"Middle Aged",Families,New,77,11200,145.45
2020-06-15,24,6,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,23,5571,242.22
2020-06-15,24,6,2020,CANADA,Retail,C3,Retirees,Couples,New,27974,964025,34.46
2020-06-15,24,6,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,152243,7382258,48.49
2020-06-15,24,6,2020,USA,Shopify,C3,Retirees,Couples,Existing,1437,284998,198.33
2020-06-15,24,6,2020,"SOUTH AMERICA",Shopify,C3,Retirees,Couples,Existing,113,23567,208.56
2020-06-15,24,6,2020,CANADA,Retail,C3,Retirees,Couples,Existing,62207,3184836,51.20
2020-06-15,24,6,2020,OCEANIA,Shopify,F2,"Middle Aged",Families,New,393,59239,150.74
2020-06-15,24,6,2020,"SOUTH AMERICA",Shopify,C1,"Young Aged",Couples,New,15,1758,117.20
2020-06-15,24,6,2020,ASIA,Retail,C1,"Young Aged",Couples,Existing,183947,6005890,32.65
2020-06-15,24,6,2020,USA,Retail,null,Unknown,Unknown,New,20024,831388,41.52
2020-06-15,24,6,2020,ASIA,Shopify,null,Unknown,Unknown,Guest,5349,916756,171.39
2020-06-15,24,6,2020,"SOUTH AMERICA",Shopify,F3,Retirees,Families,Existing,32,7597,237.41
2020-06-15,24,6,2020,"SOUTH AMERICA",Retail,C2,"Middle Aged",Couples,Existing,1085,42430,39.11
2020-06-15,24,6,2020,OCEANIA,Retail,F3,Retirees,Families,New,101091,3257637,32.22
2020-06-15,24,6,2020,EUROPE,Shopify,F3,Retirees,Families,New,3,476,158.67
2020-06-15,24,6,2020,EUROPE,Retail,C1,"Young Aged",Couples,New,4480,131388,29.33
2020-06-15,24,6,2020,OCEANIA,Shopify,F3,Retirees,Families,New,186,27348,147.03
2020-06-15,24,6,2020,USA,Shopify,C4,Retirees,Couples,New,26,3872,148.92
2020-06-15,24,6,2020,USA,Retail,F2,"Middle Aged",Families,Existing,97289,5479834,56.33
2020-06-15,24,6,2020,AFRICA,Retail,null,Unknown,Unknown,Guest,1540590,43229728,28.06
2020-06-15,24,6,2020,CANADA,Shopify,F1,"Young Aged",Families,Existing,833,132314,158.84
2020-06-15,24,6,2020,CANADA,Retail,F2,"Middle Aged",Families,Existing,62694,3347958,53.40
2020-06-15,24,6,2020,USA,Retail,F3,Retirees,Families,Existing,143079,8481716,59.28
2020-06-15,24,6,2020,ASIA,Shopify,F2,"Middle Aged",Families,Existing,2910,517443,177.82
2020-06-15,24,6,2020,AFRICA,Shopify,F1,"Young Aged",Families,Existing,2504,436474,174.31
